Date,Close/Last,Volume,Open,High,Low
05/28/2024,$53.63,14387110,$55.38,$55.385,$53.58
05/24/2024,$55.54,11725740,$56.13,$56.85,$55.53
05/23/2024,$55.65,18271080,$57.18,$59.73,$55.48
05/22/2024,$57.44,9543931,$57.42,$57.56,$57.16
05/21/2024,$57.32,16758060,$57.45,$57.49,$56.70
05/20/2024,$57.40,11475940,$57.65,$57.87,$57.27
05/17/2024,$57.68,9607690,$57.65,$57.695,$57.08
05/16/2024,$57.52,13974760,$56.36,$57.725,$56.29
05/15/2024,$56.26,16430970,$56.21,$56.4928,$55.635
05/14/2024,$56.00,15410680,$56.69,$57.1024,$55.20
05/13/2024,$56.47,11767630,$55.91,$57.55,$55.88
05/10/2024,$55.82,9288418,$55.72,$56.44,$55.57
05/09/2024,$55.68,10300490,$54.90,$55.74,$54.72
05/08/2024,$54.91,13625330,$55.79,$56.06,$54.685
05/07/2024,$55.74,17488120,$55.66,$57.09,$55.58
05/06/2024,$55.97,16620140,$55.99,$56.27,$55.32
05/03/2024,$55.90,23946080,$55.22,$56.43,$54.96
05/02/2024,$55.15,37885250,$56.39,$56.74,$53.70
05/01/2024,$56.31,65769860,$56.00,$56.885,$54.00
04/30/2024,$67.71,13488470,$67.20,$68.185,$66.92
04/29/2024,$67.45,6556349,$67.14,$67.875,$67.08
04/26/2024,$67.18,6396438,$67.21,$67.42,$66.75
04/25/2024,$67.33,8918219,$67.50,$67.75,$66.875
04/24/2024,$67.77,8651960,$68.10,$68.21,$67.48
04/23/2024,$68.50,8450704,$69.82,$70.21,$68.375
04/22/2024,$69.63,5701582,$69.49,$70.12,$69.13
04/19/2024,$69.75,7809721,$69.17,$69.935,$68.79
04/18/2024,$69.39,10087090,$69.17,$69.60,$68.86
04/17/2024,$68.60,8100101,$69.09,$69.40,$67.96
04/16/2024,$69.03,9607388,$71.66,$71.66,$68.97
04/15/2024,$68.96,7236243,$69.12,$70.00,$68.775
04/12/2024,$68.64,7691021,$69.54,$69.8583,$68.3175
04/11/2024,$69.74,10455280,$71.12,$71.21,$69.70
04/10/2024,$71.15,8366055,$73.10,$73.18,$70.84
04/09/2024,$73.36,5935359,$74.74,$74.85,$73.11
04/08/2024,$74.44,6497038,$74.41,$74.75,$73.835
04/05/2024,$74.58,6366618,$74.06,$75.12,$73.70
04/04/2024,$73.90,5816269,$74.88,$75.27,$73.78
04/03/2024,$74.60,9200700,$74.04,$74.70,$73.32
04/02/2024,$73.82,23677330,$74.88,$75.19,$71.96
04/01/2024,$79.56,8967665,$79.73,$79.98,$79.10
03/28/2024,$79.76,8981310,$79.54,$80.75,$79.315
03/27/2024,$79.43,10263570,$79.55,$79.99,$78.71
03/26/2024,$79.32,10158920,$77.66,$79.745,$77.66
03/25/2024,$78.98,7956840,$78.83,$79.83,$78.55
03/22/2024,$78.48,11110470,$78.38,$79.50,$78.38
03/21/2024,$78.27,8800017,$78.59,$78.94,$77.40
03/20/2024,$78.98,6446364,$77.74,$79.00,$77.625
03/19/2024,$78.06,7177994,$77.89,$78.90,$77.69
03/18/2024,$77.57,7117438,$77.26,$77.64,$76.39
03/15/2024,$77.40,17144920,$75.60,$77.6064,$75.60
03/14/2024,$76.42,7849061,$74.77,$76.50,$74.275
03/13/2024,$75.08,5155664,$75.15,$76.01,$74.76
03/12/2024,$75.21,4637927,$75.82,$75.89,$74.65
03/11/2024,$75.94,6268005,$74.75,$76.45,$74.53
03/08/2024,$75.07,6082855,$74.35,$75.37,$74.11
03/07/2024,$74.30,6711820,$74.35,$74.96,$73.565
03/06/2024,$74.34,8840042,$73.57,$74.705,$73.42
03/05/2024,$73.71,14982850,$74.15,$75.385,$73.35
03/04/2024,$73.89,13748510,$73.96,$74.91,$73.66
03/01/2024,$73.84,8495665,$74.63,$74.67,$73.04
02/29/2024,$74.37,14536280,$75.65,$75.92,$73.54
02/28/2024,$75.19,6782694,$76.09,$76.26,$74.76
02/27/2024,$76.27,5245121,$76.46,$77.09,$76.14
02/26/2024,$76.43,5296411,$77.40,$77.95,$76.285
02/23/2024,$77.20,4337278,$77.29,$77.52,$76.62
02/22/2024,$77.10,5698608,$77.15,$77.4977,$76.74
02/21/2024,$77.15,18723150,$76.32,$77.39,$76.17
02/20/2024,$76.31,6924020,$76.92,$77.57,$76.14
02/16/2024,$77.10,8242877,$76.75,$77.445,$76.35
02/15/2024,$76.60,13529920,$76.72,$77.925,$76.535
02/14/2024,$76.41,9769242,$76.76,$77.54,$76.035
02/13/2024,$76.59,8860046,$77.10,$78.30,$76.18
02/12/2024,$77.29,11201510,$76.00,$78.02,$75.61
02/09/2024,$76.32,9000478,$75.00,$76.35,$74.46
02/08/2024,$75.08,12115610,$75.86,$75.87,$74.565
02/07/2024,$76.05,14953200,$75.15,$77.40,$75.06
02/06/2024,$73.76,11663180,$72.44,$74.165,$72.44
02/05/2024,$72.44,23864080,$73.09,$73.25,$71.59
02/02/2024,$73.09,10539910,$74.00,$74.35,$73.02
02/01/2024,$73.92,10532340,$74.43,$74.51,$73.46
01/31/2024,$74.37,8678662,$74.32,$74.985,$73.835
01/30/2024,$73.85,7220043,$74.00,$74.24,$73.54
01/29/2024,$73.48,10291730,$72.92,$73.64,$72.86
01/26/2024,$73.00,11689160,$72.66,$73.02,$71.96
01/25/2024,$71.99,27493910,$71.50,$72.38,$70.191
01/24/2024,$74.19,17535830,$75.99,$76.60,$73.99
01/23/2024,$75.10,7168836,$73.99,$75.12,$73.93
01/22/2024,$73.93,13278400,$73.38,$74.43,$73.01
01/19/2024,$73.22,16165390,$73.25,$73.589,$72.73
01/18/2024,$73.88,14358570,$73.13,$74.04,$72.52
01/17/2024,$76.99,7922197,$77.13,$77.64,$76.725
01/16/2024,$77.42,12435000,$76.65,$77.44,$76.14
01/12/2024,$76.56,15458430,$77.60,$78.28,$75.75
01/11/2024,$78.93,15508060,$79.37,$79.47,$78.73
01/10/2024,$79.24,11833170,$80.05,$80.325,$78.72
01/09/2024,$80.36,20724530,$80.55,$81.03,$80.06
01/08/2024,$80.68,22172840,$82.25,$83.25,$78.851
01/05/2024,$81.42,21756080,$80.62,$82.17,$80.56
01/04/2024,$80.51,22085600,$80.25,$80.915,$78.67
01/03/2024,$80.88,6836227,$81.40,$81.71,$80.76
01/02/2024,$80.85,8780138,$78.90,$81.405,$78.90
12/29/2023,$78.96,3788862,$78.88,$79.16,$78.64
12/28/2023,$78.97,3877645,$78.74,$79.39,$78.61
12/27/2023,$78.82,4184589,$78.67,$79.22,$78.51
12/26/2023,$79.00,4069018,$78.63,$79.255,$78.50
12/22/2023,$78.76,6079424,$79.04,$79.17,$78.36
12/21/2023,$78.62,9138904,$77.60,$78.76,$77.53
12/20/2023,$77.24,13111980,$76.62,$78.47,$76.15
12/19/2023,$76.26,9035389,$74.91,$76.43,$74.55
12/18/2023,$74.88,7785944,$75.00,$75.215,$74.41
12/15/2023,$74.43,12916090,$73.66,$74.62,$73.04
12/14/2023,$74.49,8468990,$75.39,$75.78,$74.30
12/13/2023,$75.29,9012690,$73.65,$75.38,$73.50
12/12/2023,$73.59,7249478,$73.86,$74.274,$73.38
12/11/2023,$73.76,8336219,$75.30,$75.53,$73.715
12/08/2023,$75.10,10516090,$74.37,$75.52,$73.88
12/07/2023,$74.01,11383390,$73.97,$75.075,$73.48
12/06/2023,$73.50,16318780,$71.42,$74.35,$71.30
12/05/2023,$71.02,14773720,$70.18,$71.77,$69.73
12/04/2023,$68.48,7413614,$68.41,$69.48,$67.77
12/01/2023,$68.48,7094672,$67.91,$68.64,$67.365
11/30/2023,$67.95,12331260,$67.10,$68.0472,$66.71
11/29/2023,$66.90,9856309,$68.74,$68.91,$66.85
11/28/2023,$69.32,4291910,$68.86,$69.53,$68.60
11/27/2023,$68.74,6334283,$69.37,$69.615,$68.62
11/24/2023,$69.42,2215900,$68.75,$69.485,$68.75
11/22/2023,$69.14,4421860,$68.34,$69.23,$68.34
11/21/2023,$68.08,4829444,$68.44,$68.55,$67.69
11/20/2023,$68.26,6420233,$68.40,$68.79,$67.79
11/17/2023,$68.81,6447995,$68.92,$69.01,$68.08
11/16/2023,$68.25,8517384,$69.31,$69.41,$67.52
11/15/2023,$69.13,6782553,$68.70,$69.38,$68.51
11/14/2023,$68.50,7270731,$68.06,$69.685,$68.06
11/13/2023,$67.80,4230919,$67.56,$67.94,$67.04
11/10/2023,$67.68,5753697,$66.80,$67.72,$66.12
11/09/2023,$66.74,6625674,$68.71,$68.7637,$66.67
11/08/2023,$68.75,6124009,$70.22,$70.7085,$68.75
11/07/2023,$70.25,5719691,$70.96,$71.24,$70.185
11/06/2023,$71.08,5802256,$70.30,$71.34,$70.29
11/03/2023,$70.25,8030174,$70.00,$70.91,$69.90
11/02/2023,$69.64,9131645,$68.46,$70.29,$68.05
11/01/2023,$68.73,17541540,$65.75,$69.29,$64.41
10/31/2023,$69.01,9085201,$68.38,$69.15,$68.19
10/30/2023,$68.01,7905410,$66.58,$68.165,$66.54
10/27/2023,$66.29,6929879,$67.84,$67.90,$66.01
10/26/2023,$67.98,6112310,$68.00,$68.87,$67.571
10/25/2023,$68.53,8302714,$68.61,$69.03,$68.00
10/24/2023,$68.97,4958436,$69.18,$69.85,$68.6125
10/23/2023,$68.99,6309953,$68.75,$69.52,$68.56
10/20/2023,$69.05,7618611,$71.12,$71.18,$69.02
10/19/2023,$70.61,6453897,$70.19,$71.61,$70.09
10/18/2023,$71.09,8486149,$72.29,$72.40,$70.84
10/17/2023,$72.01,5953366,$71.18,$72.84,$71.14
10/16/2023,$71.49,8149820,$72.75,$73.34,$71.0201
10/13/2023,$71.54,6614994,$71.39,$72.75,$71.19
10/12/2023,$70.92,6656358,$72.00,$72.20,$70.655
10/11/2023,$71.73,4775959,$72.41,$72.85,$71.26
10/10/2023,$71.73,6532117,$71.15,$72.0293,$70.87
10/09/2023,$71.25,5634062,$69.80,$71.2875,$69.78
10/06/2023,$69.90,4278921,$69.54,$70.5172,$69.14
10/05/2023,$69.75,4498936,$68.56,$69.81,$68.56
10/04/2023,$68.98,6017090,$69.20,$69.42,$68.09
10/03/2023,$69.25,4392284,$69.26,$69.80,$68.98
10/02/2023,$69.69,5342250,$69.54,$69.76,$68.53
09/29/2023,$69.82,5365825,$70.07,$70.45,$69.59
09/28/2023,$70.03,5676359,$70.16,$71.05,$69.745
09/27/2023,$69.78,8214235,$71.09,$71.15,$68.86
09/26/2023,$71.33,5821666,$72.20,$72.24,$71.32
09/25/2023,$72.57,5272120,$71.17,$72.60,$70.88
09/22/2023,$71.15,6126120,$71.50,$72.20,$71.12
09/21/2023,$71.89,9296961,$71.35,$72.41,$71.08
09/20/2023,$71.41,11582170,$72.25,$72.30,$70.42
09/19/2023,$71.99,9193810,$70.98,$72.27,$70.92
09/18/2023,$70.70,9099888,$70.93,$71.095,$70.31
09/15/2023,$70.87,12757510,$70.01,$71.275,$69.92
09/14/2023,$69.95,8425201,$70.85,$71.03,$69.79
09/13/2023,$70.24,10486450,$70.70,$71.48,$70.16
09/12/2023,$70.52,13581360,$69.10,$70.915,$68.83
09/11/2023,$68.75,15636300,$65.96,$68.99,$65.77
09/08/2023,$65.84,5486971,$65.41,$65.89,$65.10
09/07/2023,$65.60,7181408,$65.65,$66.17,$65.05
09/06/2023,$65.51,7064785,$65.41,$65.97,$65.27
09/05/2023,$65.61,7043859,$65.58,$66.53,$65.48
09/01/2023,$65.67,6321419,$65.40,$65.95,$65.39
08/31/2023,$65.17,9829026,$66.83,$67.02,$65.13
08/30/2023,$66.83,4467440,$67.33,$67.50,$66.76
08/29/2023,$67.13,7430920,$67.24,$67.82,$66.62
08/28/2023,$67.24,5939826,$67.93,$68.025,$66.89
08/25/2023,$67.32,7383043,$66.72,$67.71,$66.554
08/24/2023,$66.49,7244761,$66.28,$67.1514,$66.17
08/23/2023,$66.40,8131210,$67.23,$67.48,$66.03
08/22/2023,$67.05,6799782,$66.99,$67.70,$66.73
08/21/2023,$67.08,8643711,$66.60,$67.17,$66.26
08/18/2023,$66.81,15005030,$66.80,$67.75,$66.53
08/17/2023,$66.80,44490060,$68.30,$70.00,$64.62
08/16/2023,$72.72,4890176,$73.23,$73.59,$72.68
08/15/2023,$73.33,6222326,$74.09,$74.28,$73.24
08/14/2023,$74.34,7156760,$74.70,$74.77,$74.00
08/11/2023,$74.87,5978397,$73.76,$74.995,$73.69
08/10/2023,$73.96,6057689,$74.83,$75.35,$73.68
08/09/2023,$74.60,6914717,$73.92,$75.31,$73.8301
08/08/2023,$74.00,6612039,$73.19,$74.19,$72.65
08/07/2023,$73.91,5615209,$72.98,$73.92,$72.78
08/04/2023,$72.89,8318852,$74.20,$74.5564,$72.605
08/03/2023,$74.32,12772470,$76.40,$76.68,$73.58
08/02/2023,$76.41,22305140,$72.49,$77.38,$72.23
08/01/2023,$73.95,9025236,$74.76,$75.14,$73.61
07/31/2023,$74.69,7659322,$74.86,$75.00,$74.30
07/28/2023,$74.61,9476605,$75.93,$75.93,$74.30
07/27/2023,$75.47,8764272,$75.32,$75.985,$75.26
07/26/2023,$75.10,9856630,$75.57,$76.221,$75.01
07/25/2023,$75.66,8630134,$75.75,$75.98,$75.405
07/24/2023,$75.95,7495780,$75.23,$76.21,$75.20
07/21/2023,$75.05,9625368,$75.18,$75.56,$74.67
07/20/2023,$74.87,9869621,$74.115,$75.03,$73.8207
07/19/2023,$74.38,12922670,$73.26,$74.57,$73.16
07/18/2023,$72.31,8480478,$71.54,$72.67,$71.41
07/17/2023,$71.17,7808511,$71.22,$71.53,$70.50
07/14/2023,$71.38,9700216,$72.00,$72.30,$71.31
07/13/2023,$71.22,13087410,$70.78,$71.62,$70.7201
07/12/2023,$70.47,13736100,$71.57,$71.68,$70.21
07/11/2023,$71.27,7182746,$69.65,$71.32,$69.65
07/10/2023,$69.36,8087135,$69.00,$69.525,$68.70
07/07/2023,$69.17,6694273,$69.54,$70.24,$69.01
07/06/2023,$69.54,7953361,$68.87,$69.64,$68.7611
07/05/2023,$69.59,8948967,$69.50,$70.38,$69.24
07/03/2023,$69.77,3489860,$69.12,$70.275,$68.88
06/30/2023,$69.13,7889312,$68.96,$69.51,$68.53
06/29/2023,$68.76,5941441,$68.14,$68.80,$67.952
06/28/2023,$68.14,8893806,$68.68,$68.68,$67.81
06/27/2023,$68.68,12286010,$67.96,$69.0387,$67.53
06/26/2023,$69.85,9453024,$69.83,$70.62,$69.26
06/23/2023,$69.60,8568970,$69.37,$69.86,$69.16
06/22/2023,$69.41,6913574,$68.98,$69.695,$68.72
06/21/2023,$68.77,8191347,$68.29,$69.635,$68.162
06/20/2023,$68.67,9137911,$67.75,$68.96,$67.65
06/16/2023,$67.72,18211040,$69.29,$69.59,$67.49
06/15/2023,$69.50,15509700,$67.43,$69.6532,$67.27
06/14/2023,$66.65,23633550,$68.27,$68.97,$66.64
06/13/2023,$72.26,6632685,$71.50,$72.83,$71.24
06/12/2023,$71.50,4869812,$71.58,$71.90,$71.165
06/09/2023,$71.76,4701755,$71.99,$72.095,$71.27
06/08/2023,$71.75,5085069,$71.53,$71.81,$71.00
06/07/2023,$71.48,5969589,$70.70,$71.78,$70.19
06/06/2023,$70.51,7401843,$70.74,$70.885,$69.75
06/05/2023,$70.74,7932913,$70.51,$71.42,$70.63
06/02/2023,$69.99,7345093,$69.34,$70.34,$68.66
06/01/2023,$68.88,8319713,$68.34,$69.77,$68.05
05/31/2023,$68.03,12753380,$66.52,$68.23,$66.34
05/30/2023,$67.15,10204020,$67.00,$67.3699,$66.62
05/26/2023,$67.64,6493436,$68.05,$68.295,$66.97
05/25/2023,$67.67,10605380,$68.50,$68.50,$66.61
05/24/2023,$68.82,6519710,$69.68,$69.80,$68.64
05/23/2023,$69.67,6672318,$69.30,$69.98,$68.92
05/22/2023,$69.42,7392199,$69.79,$69.85,$68.71
05/19/2023,$69.38,7929081,$69.34,$69.89,$69.14
05/18/2023,$69.31,10537520,$69.25,$69.42,$68.12
05/17/2023,$69.43,11572130,$67.11,$69.45,$67.10
05/16/2023,$67.10,8481569,$68.64,$68.74,$67.05
05/15/2023,$68.85,6472275,$68.58,$68.89,$68.21
05/12/2023,$68.58,5670244,$69.01,$69.315,$68.275
05/11/2023,$68.97,6537730,$69.20,$69.63,$68.71
05/10/2023,$69.71,7125484,$70.19,$70.32,$69.39
05/09/2023,$69.97,6447964,$69.58,$70.26,$69.4834
05/08/2023,$69.68,8329615,$70.43,$70.51,$69.554
05/05/2023,$70.68,10648840,$71.01,$71.52,$70.39
05/04/2023,$68.79,10416410,$69.61,$70.1682,$68.1038
05/03/2023,$70.08,15216240,$71.40,$71.54,$69.32
05/02/2023,$72.76,9031227,$73.10,$73.73,$71.65
05/01/2023,$73.89,5965038,$73.59,$74.07,$72.84
04/28/2023,$73.31,8106114,$73.03,$73.59,$72.67
04/27/2023,$73.06,7150963,$72.32,$73.1251,$72.23
04/26/2023,$72.26,8486477,$72.44,$72.75,$71.94
04/25/2023,$72.87,7496867,$73.05,$73.95,$72.7201
04/24/2023,$73.44,8101686,$73.20,$73.55,$72.56
04/21/2023,$72.84,7054340,$73.54,$73.57,$72.55
04/20/2023,$73.25,8579542,$73.25,$73.81,$72.93
04/19/2023,$74.21,8784265,$75.25,$75.26,$73.94
04/18/2023,$76.14,9382921,$77.07,$77.19,$75.44
04/17/2023,$75.80,11724690,$74.25,$75.94,$74.25
04/14/2023,$74.70,7434630,$75.78,$75.80,$74.34
04/13/2023,$75.42,8439745,$74.94,$75.92,$74.42
04/12/2023,$74.92,9602280,$76.34,$76.66,$74.785
04/11/2023,$76.29,8746564,$76.44,$76.955,$76.11
04/10/2023,$76.04,9299074,$76.95,$77.30,$75.77
04/06/2023,$77.54,8778251,$77.95,$78.48,$77.16
04/05/2023,$77.75,7645523,$76.39,$77.805,$76.10
04/04/2023,$76.25,6469718,$75.99,$76.54,$75.62
04/03/2023,$76.09,9742225,$75.03,$76.58,$74.75
03/31/2023,$74.31,10515040,$74.77,$74.89,$74.085
03/30/2023,$74.70,6523456,$75.15,$75.2323,$74.04
03/29/2023,$74.09,8063955,$73.68,$74.11,$73.16
03/28/2023,$73.12,6457057,$73.60,$74.26,$72.90
03/27/2023,$73.57,5587482,$74.13,$74.56,$73.32
03/24/2023,$73.26,6062071,$72.33,$73.555,$72.13
03/23/2023,$72.37,9031834,$74.22,$74.22,$72.105
03/22/2023,$74.41,6805971,$75.73,$76.30,$74.39
03/21/2023,$75.56,6779770,$75.51,$75.66,$74.75
03/20/2023,$74.98,6190984,$74.63,$75.5899,$74.63
03/17/2023,$74.37,16807800,$75.85,$75.95,$73.91
03/16/2023,$75.83,6640089,$75.06,$76.145,$74.575
03/15/2023,$75.40,7989932,$74.90,$75.44,$74.52
03/14/2023,$75.56,8180509,$76.76,$76.89,$74.7921
03/13/2023,$76.28,7165374,$76.48,$77.62,$75.90
03/10/2023,$77.10,7852493,$77.01,$78.1599,$76.87
03/09/2023,$77.00,11040350,$79.97,$80.07,$76.66
03/08/2023,$79.81,6657020,$80.33,$80.65,$79.53
03/07/2023,$80.45,9669609,$82.65,$83.00,$80.24
03/06/2023,$82.97,10156050,$82.00,$82.995,$81.65
03/03/2023,$81.81,12145870,$81.95,$81.96,$81.22
03/02/2023,$81.43,10098900,$82.05,$82.39,$81.36
03/01/2023,$82.47,7444448,$82.90,$83.26,$81.975
02/28/2023,$83.54,9559077,$84.84,$84.94,$83.14
02/27/2023,$84.84,7933263,$86.04,$86.28,$84.63
02/24/2023,$85.77,9271014,$86.45,$86.69,$85.4729
02/23/2023,$86.87,7282999,$87.41,$87.90,$86.72
02/22/2023,$87.21,5614633,$87.55,$87.76,$86.95
02/21/2023,$87.62,7245917,$88.11,$88.59,$87.26
02/17/2023,$88.58,7320785,$88.11,$88.75,$87.87
02/16/2023,$87.97,8317915,$87.47,$88.62,$87.35
02/15/2023,$88.35,6436932,$87.92,$88.465,$87.74
02/14/2023,$88.52,7497441,$89.87,$89.99,$88.14
02/13/2023,$89.87,7818895,$89.58,$90.575,$89.14
02/10/2023,$89.66,7718531,$90.34,$90.60,$89.50
02/09/2023,$90.07,10703370,$89.33,$90.62,$89.20
02/08/2023,$88.96,17068660,$87.89,$90.245,$87.75
02/07/2023,$85.98,15264840,$85.15,$86.63,$84.60
02/06/2023,$85.25,8319384,$85.89,$86.59,$85.195
02/03/2023,$85.77,7256714,$86.70,$87.60,$85.61
02/02/2023,$86.18,11244340,$86.54,$86.97,$85.46
02/01/2023,$87.49,7420332,$88.01,$88.18,$86.68
01/31/2023,$88.22,8189931,$87.50,$88.50,$87.07
01/30/2023,$87.05,8539970,$87.89,$88.39,$86.99
01/27/2023,$87.78,7480947,$87.75,$88.12,$87.00
01/26/2023,$87.66,9263352,$86.46,$87.755,$86.0301
01/25/2023,$85.75,18389670,$85.39,$86.01,$84.82
01/24/2023,$86.02,14708640,$86.75,$87.20,$85.92
01/23/2023,$87.20,14720130,$87.00,$87.45,$86.75
01/20/2023,$87.00,13008020,$87.48,$87.49,$86.75
01/19/2023,$87.48,11430440,$87.71,$88.31,$87.0468
01/18/2023,$88.20,9495031,$89.59,$89.75,$88.03
01/17/2023,$89.37,12365320,$90.10,$90.56,$89.11
01/13/2023,$89.92,10209530,$88.70,$90.395,$88.51
01/12/2023,$89.18,10466200,$89.79,$89.97,$89.025
01/11/2023,$89.75,10221110,$91.56,$91.69,$89.35
01/10/2023,$90.65,10828280,$90.85,$91.365,$88.50
01/09/2023,$91.49,10415880,$92.14,$93.25,$91.42
01/06/2023,$91.60,8957732,$91.33,$91.93,$90.98
01/05/2023,$90.45,8441616,$91.71,$92.165,$90.43
01/04/2023,$91.98,7330629,$93.28,$93.41,$91.655
01/03/2023,$92.91,6543524,$91.72,$93.05,$91.04
12/30/2022,$93.19,3568536,$93.25,$93.45,$92.49
12/29/2022,$93.45,3297276,$93.21,$93.75,$92.92
12/28/2022,$92.76,3806989,$93.40,$93.691,$92.58
12/27/2022,$93.02,3977507,$93.11,$93.32,$92.13
12/23/2022,$93.56,7307058,$93.31,$94.205,$93.07
12/22/2022,$93.40,5384127,$93.52,$94.04,$92.44
12/21/2022,$94.12,6278407,$95.59,$95.62,$93.01
12/20/2022,$95.00,5301254,$94.87,$95.40,$94.14
12/19/2022,$95.05,5159265,$95.38,$96.31,$94.67
12/16/2022,$95.45,11126570,$96.53,$96.76,$94.545
12/15/2022,$97.60,7073880,$99.39,$99.6295,$97.10
12/14/2022,$100.68,5129915,$101.38,$101.88,$99.51
12/13/2022,$101.19,6061805,$104.60,$104.83,$100.79
12/12/2022,$103.79,4724408,$101.66,$103.79,$101.66
12/09/2022,$101.65,4383004,$102.17,$102.69,$101.53
12/08/2022,$102.53,4063563,$102.50,$103.80,$102.28
12/07/2022,$102.28,4824540,$101.36,$102.335,$101.345
12/06/2022,$101.19,4060205,$101.84,$102.72,$100.54
12/05/2022,$102.01,3645333,$101.88,$102.84,$101.72
12/02/2022,$102.58,4479111,$101.17,$102.75,$101.09
12/01/2022,$101.65,5047696,$102.19,$102.60,$100.96
11/30/2022,$101.88,7858188,$100.46,$102.03,$99.80
11/29/2022,$100.88,3428888,$100.19,$101.09,$100.11
11/28/2022,$100.41,4585302,$100.71,$102.10,$100.07
11/25/2022,$101.26,2464847,$100.61,$101.55,$100.19
11/23/2022,$100.06,3359618,$99.77,$100.61,$99.70
